datetime,action,side,volume,price,layer,pnl
2024-01-12 14:00:00+00:00,fill,sell,0.01,2055.41,1.0,
2024-01-12 15:00:00+00:00,take_profit,sell,0.01,2053.38,,3.5
2024-01-12 15:00:00+00:00,take_profit,sell,0.01,2056.88,,3.5
2024-01-12 15:00:00+00:00,take_profit,sell,0.01,2051.91,,3.5
2024-01-15 08:00:00+00:00,fill,sell,0.01,2058.18,1.0,
2024-01-15 09:00:00+00:00,take_profit,sell,0.01,2054.68,,3.5
2024-02-01 16:00:00+00:00,fill,sell,0.01,2061.68,2.0,
2024-02-01 16:00:00+00:00,fill,sell,0.01,2065.18,3.0,
2024-02-01 16:00:00+00:00,fill,sell,0.01,2059.19,1.0,
2024-02-01 17:00:00+00:00,take_profit,sell,0.01,2058.18,,3.5
2024-02-01 17:00:00+00:00,take_profit,sell,0.01,2061.68,,3.5
2024-02-01 17:00:00+00:00,take_profit,sell,0.01,2055.69,,3.5
2024-03-01 15:00:00+00:00,fill,sell,0.01,2060.3,1.0,
2024-03-01 15:00:00+00:00,fill,sell,0.01,2063.8,2.0,
2024-03-01 15:00:00+00:00,fill,sell,0.01,2067.3,3.0,
2024-04-09 08:00:00+00:00,stop_out,sell,0.01,2355.6465,,-295.34649999999965
2024-04-09 08:00:00+00:00,stop_out,sell,0.01,2355.6465,,-291.84649999999965
2024-04-09 08:00:00+00:00,stop_out,sell,0.01,2355.6465,,-288.34649999999965
